Summary
PT_Patrs Price update for 1st July. 2026
Com_Inbox daily recovery(22-27.Jun)
PT_Cannot print using the One-Click Print Solution.
SV_Change WO Status(@Chugoku)
NV_注文書作成エラー_四国
CMVM_顧客・車両マスタデータ提供依頼(岩手、和歌山、沖縄、四国)
CMVM_FDP顧客・車両マスタデータ提供(岡山、青森、函館、中国)
UV FDP岩手 中古車在庫の取消依頼
CMVM_取引先区分変更_岡山
UV FDP四国 販売見積の関連見積がキャンセルできない
SV_Change of supplier for PO
COM_FDP四国_EmployeeMaster_20260618
UV FDP青森 販売見積を誤ってキャンセル
VO_車両マスタのフル型式2表示_全社
COM_FDP沖縄_EmployeeMaster_20260617
PJCR_SV_Changing the JC Type
SV_Change of supplier for PO
VO_車両マスタ型式違い_和歌山
UV FDP岡山 中古車在庫の取消依頼
UV FDP青森 中古車在庫キャンセル
UV FDP岩手 受注承認が終わって居るのに承認中のまま
"SV_Recovery Expense Order(Price ""0"")(@Okayama)"
VO_リサイクルステータス更新_青森
Com_Inbox daily recovery(15-20.Jun)
SV_Change JC・WO Status(@Chugoku)
VO_マスタ更新（HB、LB）_青森
SV_Change Lubrication Qty and Cost(@Okinawa)
VO_マスタ更新（大型追加）_岩手
VO_マスタ更新（小型OPT価格）_青森
VO_マスタ更新（大型追加）_青森
UV FDP岡山 販売見積が再承認中のままで止まって居る
VO_シャシオーダーキャンセル_岩手
SV_Change WO・PO Status(Cancel)(＠Chugoku)
UV FDP青森 受注承認が終わって居るのに承認中のまま
COM_FDP四国EmployeeMaster_20260611
VO_マスタ更新（eキャンター）_函館
VO_マスタ更新（大型追加）_函館
VO_マスタ更新（小型MC7）_函館
PT_D2S SO not received
VO_マスタ更新（大型追加）_四国
VO_マスタ更新（大型追加）_沖縄
VO_マスタ更新（大型追加）_中国
VO_マスタ更新（大型追加）_岡山
VO_マスタ更新（型式削除）_全社
CMVM_FDP顧客・車両マスタデータ提供（岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両マスタデータ提供依頼(岡山、函館、青森、中国）
VO_マスタ更新（小型MC7）_青森
VO_マスタ更新（小型MC7）_岡山
SV_Maintenance Contract Master Update(ALL-FDP)
NV_見積の営業本部長表示_函館
NV FDP中国 Power BI 3-06 Rerportに同じ受注が2件表示される
VO_マスタ更新（小型MC7）_沖縄
VO_マスタ更新（小型MC7）_岩手
VO_マスタ更新（小型MC7）_四国
SV_Change PO Cost(Only Siebel)
VO_マスタ更新（小型MC7）_中国
NV_見積改訂が受注へ反映していない_和歌山
CMVM_ 車両マスタ・顧客マスタのデータ抽出_各FDP
SV_Change Labor Code and Labor Code Name：(Branch Miss Input)
CMVM_顧客コード更新時エラー_中国
SV_Add Lubrication Master Item(@Aomori)
SV_Change PO Cost(Only Siebel)
VO_マスタ更新（袈装発注書）_四国
PT_Cycle Count batch job process in Shikoku.
NV_見積有効変更_中国
Com_Inbox daily   recovery(08-13.Jun)
CMVM_取引先区分変更の影響確認_岡山
UV FDP岩手 購入オーダーを割当解除せずに受注キャンセルした
VO_リサイクル請求の車台番号不具合_岩手
UV FDP青森 入庫検収依頼が承認依頼中のまま承認が作成されなかった
PT_N000103833 recovery in Wakayama
CMVM_FDP中国顧客売掛マスタ抽出依頼_20260604
CMVM_車検証読込エラー_中国
COM_EmployeeMaster随時/FDP四国_20260604
SV_Change WO・PO Status(@Aomori)
NVUV FDP中国 EPO CR　電子サインCR
SV_Activity Status is incorrect.(@Chugoku)
Outbound URL change - TNET UAT
Unable to print directly
UV FDP中国 販売した車両が在庫に残っている
SV_Change Billable Flag(JC-Header)(＠Okayama)
"SV_Recovery Expense Order(Price ""0"")"
CMVM_売掛・買掛作成時エラー表示_岡山
CMVM_顧客・車両マスターデータ提供依頼_20260603
CMVM_顧客・車両マスターデータ提供依頼_20260602
PT_Price master not updated.
PT_PO return N000194423 recovery in Iwate.
Com_Inbox daily   recovery(01-06.Jun)
VO_マスタ更新（S袈装　小型）_7社
VO_マスタ更新（S袈装　小型）_岡山
Request to fetch the UAT and prod files
SV Change JC Status(Cancelled)
CMVM_定期/FDP四国社員マスターUpdate
VO_マスタ更新（S袈装）_7社
VO_マスタ更新（S袈装）_岡山
SV_Change Quote and WO Status(＠Chugoku)
NV_UV_袈装発注書注意事項更新_青森
VO_シャシオーダーキャンセル_岩手
PT_N000101734 and N000102085 recovery in Wakayama
SV_Change Lubrication Master Price and Add Lubrication Parts＃(@Okinawa)
SV_Change Lubrication Master Price(@Aomori)
COM_FDP中国_EmployeeMaster_20260527
SV_JCO and Quote-Change Labor Status(Canceled)
SV_Change JC・WO and Line Item Type(@Chugoku)
PT_Price master not updated
VO_袈装ステータス変更_青森
SV_Change WO・PO Status(Cancel)(＠Chugoku)
NV_税確定仕訳重複_四国
UV FDP和歌山 購入オーダーキャンセル依頼の承認WFが無い
PT_Patrs Price update for 1st Jun. 2026
Com_Inbox daily   recovery (25-30.May)
NV_袈装オーダーが奉行連携されていない_岩手
PT_There are unnecessary records in the cycle count data for KB.
SV_Change PO Cost(Only Siebel)
"SV_Recovery Expense Order(Price ""0"")"
SV_Change PO Cost(Only Siebel)
NV FDP沖縄 見積承認依頼がエラーで出来ない
CMVM_取引先データ抽出_中国
NV FDP沖縄 受注承認依頼がエラーで出来ない
VO_マスタ更新（OPT価格）_函館
NV_受注のシャシ及びオプション価格_四国
FDP中国 受注の納車完了承認を却下しても納車完了承認中のまま変わらない
INC6487012 - SV_承認者へのコメント が消える
The display of the FDP printer master differs depending on the account.
SV_Quote Amount Correction
SV_Change Labor Generic Labor Description(@Hakodate)
NV FDP青森 見積承認依頼時にエラーが出て承認依頼できない
"SV_Recovery Expense Order(Price ""0"")(@Okayama)"
CMVM_顧客・車両マスタデータ提供依頼_20250522_2
CMVM_顧客・車両マスタデータ提供_20260522
PT_Add an online working day for Okayama Prod to process the cycle count process
SV_Maintenance Contract Master Update(ALL-FDP)
SV Change JC Status(Cancelled)
NV_見積改訂ができない_中国
UV FDP和歌山 中古車購入オーダーのキャンセルリクエストでエラーが出て進めない
SV_The debit and credit departments are different.
NV_見積有効変更_和歌山
VO_マスタ更新（大型追加）_岡山
VO_マスタ更新（小型OPT価格）_和歌山
VO_マスタ更新（小型OPT価格）_岩手
VO_マスタ更新（大型追加）_沖縄
VO_マスタ更新（大型追加）_和歌山
VO_マスタ更新（大型追加）_岩手
PT_ The SDS items added under CR-0869 do not exist in MF Parts - Non Genuine Form Applet
SV_Claim Sabumit Error(@Okinawa)
"SV_Recovery Expense Order(Price ""0"")"
Com_Inbox daily   recovery(18-23.May)
UV FDP岩手 中古車受注が承認済にならない
"SV_Recovery Expense Order(Price ""0"")"
VO_マスタ更新（小型OPT価格）_3社
VO_マスタ更新（小型OPT価格）_岡山
PT_Data patching related to MFTBCFFR-5262
VO_マスタ更新（大型追加）_四国
VO_マスタ更新（大型追加）_中国
SV_Change JC・WO Type(@Chugoku)
"SV_Recovery Expense Order(Price ""0"")"
COM_FDP中国_EmployeeMaster_20260514
NV_奉行連携確認
UV FDP中国 在庫加修の整備原価が２つの内１つが反映していない
COM_FDP函館_EmployeeMaster_20260514
UV FDP青森 架装発注の承認依頼が出来ない
PT_Price master not updated.
SV_Change WO Status(Cancelled) and Delete JV record
CMVM_住所コードマスターUPDATE依頼_2026年4月
SV_The total parts amount on the invoice is incorrect.
回収担当者の使用確認
VO_シャシオーダー発注日の表示誤り
VO_マスタ更新（外色）_岡山
SV_Add Position and Labor Master(@Hakodate)
UV FDP四国 中古車販売見積を誤ってキャンセルにした
SV_Change JC・WO and Line Item Type(@Aomori)
SV_Change Labor Generic Labor Description(@Chugoku)
NV_UV_承認フロー更新_青森
SV_Inbox Items List - Remove	(@Chugoku)
SV_Change Labor Status(@Chugoku)
UV FDP岩手 売上承認依頼ができない
SV_Recover the Journal Vector for LubricantGWC. @Shikoku
NV_車台番号表示誤り_青森
VO_袈装発注ステータス変更_中国
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
Com_Inbox daily   recovery (11-16.May)
CMVM_ 車両マスタ・顧客マスタのデータ抽出_各FDP
"SV_Recovery Expense Order(Price ""0"")"
CMVM_FDP岡山_顧客売掛マスタ抽出依頼_20260508
UV FDP函館 中古車入庫取消依頼（在庫は既に再入庫中の為、購入オーダーのみ）
KB_JV not created for Liability Insurance
COM_FDP四国_EmployeeMaster_20260508
NV_請求書の支払日が表示されない
SV_JV Data not received in KB
SV_Change PO Cost(Only Siebel)
SV_Invoice details are not printed
COM_FDP岩手_EmployeeMaster_20260507
PJCR_PT_Salesforce Parts process improvement and Force interface
SV_Change JC・WO Type(@Aomori)
SV_Update Payment Term
PT_Material master not updated.
PT_Material master not updated.
NV_納車依頼キャンセル_四国
INS_集計表が承認済になっている
COM_FDP四国_EmployeeMaster_20260501
CMVM_FDP中国顧客売掛マスタ抽出依頼_2026.4
Com_Inbox daily   recovery(07-09.May)
KB_Daily Batch control file mismatch
NV_納車依頼キャンセル_四国
INS_Revert the Spread sheet status
UV FDP四国 整備作業依頼用の活動が作成できない
SV_Change PO Cost(Only Siebel)(@Okayama)
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
NV_見積有効変更_中国
Common_SIEBEL operating hours ended a little earlier than scheduled.(＠ALL-FDP？)
SV_Change Quote Status(@Hakodate)
VO_リサイクルデータが表示されていない_中国
SV Change JC Status(Cancelled)
SV_Change Labor Status(@Hakodate)
CMVM_定期 / 社員マスターUpdate_岡山・中国
UV FDP中国 売上後の架装発注のGIの仕訳が出来ていない
SV_Change Field Fix Order Code
SV_Siebel Time-out(＠Okayama)
PT_Add an online working day for Shikoku Prod to process the cycle count process.
VO_シャシオーダーステータスが更新されていない_青森
CMVM_FDP売掛情報の表示と異なる（中国）
VO_TOB請求データが奉行連携されていない_岡山
PJCR_PTSV_Changes to the email template and error messages(2 CRs).
PJCR_PTSV_Change Approval mail Template
PJCR_PTSV_Adding and modifying error messages
PT_D2S allocation and shipment recovery
Com_Inbox daily   recovery(27.Apr-02.May)
SV_Change Field Fix Code and Labor Status(@Wakayama)
SV_Change of supplier for PO
CMVM_随時 / 社員マスターUpdate_岩手
SV_Change Chassis＃(Key＃) and Registration＃(@Okayama)
VO_マスタ更新（大型バス排ガス記号）_中国_沖縄
NV FDP中国 架装入庫検収の承認依頼時に「正しい承認依頼者を選択します」とエラーが出て進めない
VO_マスタ更新（登録手数料）_和歌山
SV Change JC Status(Cancelled) and Change PO Cost(Only Siebel)
VO_マスタ更新（大型バス、小型バス）_和歌山
PT_Patrs Price update for 1st May. 2026
SV_Change WO Status(@Chugoku)
VO_車台番号表示違い_青森
SV_Change PO Cost(Only Siebel)
PT_PO return N050648971 recovery in Chugoku.
"SV_Recovery Expense Order(Price ""0"")(@Okayama)"
"SV_Recovery Expense Order(Price ""0"")(@Okayama)"
SV_Change Quote and WO Status(＠Chugoku)
VO_マスタ更新（大型バス、小型バス）_函館
VO_マスタ更新（大型バス、小型バス）_岡山
SV_Change Parts Comment(＠Okinawa)
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
UV FDP岩手 プール原価を手動で0円にしてしまった
SV_Journal Vector Recovery-Weight Tax(@Wakayama)
Com_Inbox daily   recovery(20-25.Apr)
PT_N000094966 recovery in Wakayama
VO_マスタ更新（大型バス、小型バス）_岩手
SV_Change Billing・Cost Rate Master(＠Aomori)
PT_The D2S Invoice mismatch screen is very slow both when opening it and when exporting.
SV_Lubrication Qty Issue(@Okinawa)
SV_Change Lubrication Master Price(@Hakodate)
UV FDP中国 中古車本体の原価の仕訳が作成されていない
VO_マスタ更新（大型バス、小型バス）_中国
VO_マスタ更新（大型バス、小型バス）_四国
SV_Add Service Discount Master(@Aomori)
VO_マスタ更新（大型バス、小型バス）_沖縄
UV FDP中国 売上後に追加した整備追加原価のJVの金額から整備部品原価分の金額が抜けている
UV FDP中国 中古車本体の原価の仕訳が作成されていない
SV_Add Position and Labor Master(@Shikoku)
SV_Change Service Billing and Cost Rate Master(@Hakodate)
April 2026 PT_The value for Ship To Customer was not copied to the PO.
PT_N000477872 recovery in Okayama.
PT_The price master is not updated correctly.
VO_車台番号がC/#のみ_四国
SV_Service Quote Open Issue(Long GURU GURU)(@Iwate-PROD)
SV_Change Parts Internal Return Order Status(Cancelled)
VO_袈装発注ステータス変更_中国
UV FDP岩手 納車完了承認時にエラーが出るが購入オーダーは全部Mapしている
KB_Re-create EoM Invoice data for target Orders
SV_WO and PO status change
VO_車台番号が表示されていない_中国
NV_見積ステータス変更_中国
SV_Change PO Cost(Only Siebel)
VO_シャシオーダーが表示されない_四国
VO_マスタ更新（外色）_沖縄
VO_車台番号が更新されていない_中国
CMVM_随時 / 社員マスターUpdate_四国
FDP岡山 中古車の売上後訂正で追加した整備の原価振替の仕訳が作成されない
SV_Change JC・WO Type(@Okinawa)
Com_Inbox daily   recovery(13-18.Apr)
VO_シャシオーダーが表示されない_岩手
SV_Change JC・WO Type(@Okinwa)
UV_税確定金額修正_函館
NV_BIPの支店長名が変更されていない_岩手
SV_Change the  Prospect Account Name(Blank) @Okinawa
VO_マスタ更新（S袈装）_岡山
"SV_Recovery Expense Order(Price ""0"")"
VO_マスタ更新（S袈装）_7社
CMVM_随時 / 社員マスターUpdate_岡山
CMVM_FDP顧客売掛回収担当一括変更（岩手）
CMVM_随時 / 社員マスターUpdate_岩手
CMVM_ 車両マスタ・顧客マスタのデータ抽出_各FDP
UV FDP中国 誤って販売見積をキャンセルにした為、戻して欲しい
VO_マスタ更新（外色）_沖縄
SV_Journal Vector Recovery(@Shikoku)
CMVM_随時 / 社員マスターUpdate_沖縄
SV_Change PO Cost(Only Siebel)(@Wakayama)
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
FDP和歌山_承認依頼メールをクリックするとエラーになる
VO_マスタ更新（eキャンター）_中国
SV_Maintenance Contract Master Update(ALL-FDP)
INC6387156 PT_The D2S location is not displayed when clicking the D2S stock check button.
SV_Change Labor Time(＠Okinawa)
SV Change JC Status(Cancelled)
"SV_Recovery Expense Order(Price ""0"")"
SV_Change PO Cost(Only Siebel)
INS_Revert Insurance order status
Com_Inbox daily   recovery(06-11.Apr)
VO_マスタ更新（eキャンター）_4社
SV_Change PO Cost(Only Siebel)
PT_DN price has not been reflected.
CMVM_FDP沖縄_買掛情報が更新されない
SV_WO status change
SV_Change Parts Name(＠Aomori)
SV_Change Supplier Code and Name(＠Aomori)
SV_Change PO Cost(Only Siebel)(@Aomori)
NV_仕様書に袈装が表示されない
SV_Change PO Cost(Only Siebel)
CMVM_FDP中国_顧客売掛情報データー提供
CMVM_随時 / 社員マスターUpdate_中国
PT_No price records exist for LUMF parts.
PT_The price revision record for April 1st does not include the addition of two part numbers.
PT_Update bulk Discount master in Chugoku.
SV_Change Lubrication Master Price(@Aomori)
SV_JC and WO Status To Cancel(@Aomori)
NV_マスタ更新（登録手数料）_岡山
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
SV_Change Billing・Cost Rate Master(＠Okayama)
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
NV_納車エラー_四国
SV_Change the  Prospect Account Name(Blank) @Okinawa
SV_Change Quote Status(@Aomori)
VO_袈装発注ステータス変更_中国
CMVM_定期 / 社員マスターUpdate_岩手・中国・四国
VO_袈装オーダー仕訳修正_四国
UV FDP青森 入庫検収依頼が承認依頼中のまま承認が作成されなかった
SV_JC and WO Status To Cancel(@Iwate)
SV_Change Quote Status(＠Shikoku)
CMVM_売掛取引先名称変更
CMVM_売掛情報からの提供項目の変更
VO_リサイクルが表示されていない_中国
SV_Change the status of a WO
PT_Cycle Count batch job process in Hakodate.
Com_Inbox daily   recovery(30.Mar-04.Apr)
PT_Unnecessary txns were created with PO return N050639276 in Chugoku
UV FDP和歌山 PBI 2-05レポートが表示されない
SV_Change Lubrication Master Price(@Shikoku)
PT_Cycle Count batch job process in Okinawa
PT_AMS_CR_Add error handling for D2S allocation
SV_Change Quote Status(＠Shikoku)
NV UV ALLFDP 承認却下と承認済の時のメール内容がわからなくなっている
NV FDP中国 訂正稟議が反映されていない
NV UV CR_Tax Reform RITM1886763
SV_Change JC Type(@Aomori)
SV_Change WO Status(@Okinawa)
CMVM_FDP顧客売掛回収情報提供依頼(岩手)
UV FDP四国 受注キャンセル前にアンマップしなかった為リカバリ
SV_Change WO and JC Status(@Hakodate)
SV_There are times when payment terms are not reflected in JCO
NV_マスタ更新（登録手数料）_岩手
PJCR_PT_SCFDP Change related to the Parts Quote and UOE Quote screen.
PT_Cycle Count batch job process in Iwate.
PT_Cycle Count batch job process in Aomori.
SV_Changes to JCO collection conditions
SV_Change JC and WO Status(＠Aomori)
SV_Payer Basic Account Code Issue(＠ALL-FDP)
SV_Changes to JCO collection conditions
FDP取引先・車両画面のメニュー表示変更
FDP取引先・車両画面のメニュー表示変更
FDP取引先・車両画面のメニュー表示変更
PT_N000297375 recovery in Aomori
VO_マスタ更新（大型バス）_和歌山
PJCR_SV_Service-related CRs (Summary of 4 items)
NV_納車承認エラー_中国
SV_Change JC Type(@Aomori)
CMVM_FDP中国_買掛情報仕入取引可能フラグ変更
PT_Patrs Price update for 1at Apr. 2026
"SV_Recovery Expense Order(Price ""0"")(@Okayama)"
SV_Change JC・WO Type(@Aomori)
VO_マスタ更新（後付）_岡山
PT_Txns 1-125393331 recovery in Aomori.
Com_Inbox daily   recovery(23-28.Mar)
SV_Change Lubrication Status(@Wakayama)
SV_Change WO・PO Status(Cancel)(＠Wakayama)
CMVM_FDP顧客・車両データー提供(岩手、四国、沖縄、和歌山）
CMVM_FDP顧客・車両データー提供(岡山、青森、函館、中国）
SV_Change Labor Name(＠Wakayama)
PT_Txns 1-125393331 recovery in Aomori.
SV_Change  Service Discount Master(@Iwate：0000265640)
SV Change Approval Matrix(@Iwate)
